numero_obra;numero_exemplar;numero_legado;ordem_estante;secao;grupo_autor_espiritual;codigo_autor;titulo;autor_espiritual;medium;tipo_obra;colecao;categorias;idioma;editora;sinopse;historico
"344";"344";"364";"364";"EST";"Edgar Armond";"EAR";"O Estranho Caso Rose Ramires";"Edgard Armond";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 364 · Ordem estante (Table 2): 364 · Obra nº 344"
"345";"345";"667";"667";"EST";"Edgar Armond";"EAR";"O Redentor";"Edgard Armond";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 667 · Ordem estante (Table 2): 667 · Obra nº 345"
"346";"346";"565";"565";"EST";"Edgar Armond";"EAR";"Os Exilados de Capela";"Edgard Armond";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 565 · Ordem estante (Table 2): 565 · Obra nº 346"
"347";"347.1";"120";"1110";"EST";"Elias Barbosa";"EBA";"No Mundo de Chico Xavier";"Elias Barbosa";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 120 · Ordem estante (Table 2): 1110 · Obra nº 347 · Exemplares da mesma obra: 120, 123, 488, 839, 1110"
"347";"347.2";"123";"1110";"EST";"Elias Barbosa";"EBA";"No Mundo de Chico Xavier";"Elias Barbosa";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 123 · Ordem estante (Table 2): 1110 · Obra nº 347 · Exemplares da mesma obra: 120, 123, 488, 839, 1110"
"347";"347.3";"488";"1110";"EST";"Elias Barbosa";"EBA";"No Mundo de Chico Xavier";"Elias Barbosa";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 488 · Ordem estante (Table 2): 1110 · Obra nº 347 · Exemplares da mesma obra: 120, 123, 488, 839, 1110"
"347";"347.4";"839";"1110";"EST";"Elias Barbosa";"EBA";"No Mundo de Chico Xavier";"Elias Barbosa";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 839 · Ordem estante (Table 2): 1110 · Obra nº 347 · Exemplares da mesma obra: 120, 123, 488, 839, 1110"
"347";"347.5";"1110";"1110";"EST";"Elias Barbosa";"EBA";"No Mundo de Chico Xavier";"Elias Barbosa";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1110 · Ordem estante (Table 2): 1110 · Obra nº 347 · Exemplares da mesma obra: 120, 123, 488, 839, 1110"
"348";"348";"254";"254";"EST";"Elias Barbosa";"EBA";"Presença de Chico Xavier";"Elias Barbosa";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 254 · Ordem estante (Table 2): 254 · Obra nº 348"
"349";"349";"77";"77";"EST";"Elias Barbosa";"EBA";"Quem são";"Elias Barbosa";"Francisco Cândido Xavier";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 77 · Ordem estante (Table 2): 77 · Obra nº 349"
"350";"350";"1009";"1009";"EST";"Eliseu Florentino da Mota";"EFM";"Aborto à Luz do Espiritismo";"Eliseu Florentino da Mota Jr.";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1009 · Ordem estante (Table 2): 1009 · Obra nº 350"
"351";"351";"580";"580";"EST";"Eliseu Rigonatti";"ERG";"A Mediunidade S/ Lágrimas";"Eliseu Rigonatti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 580 · Ordem estante (Table 2): 580 · Obra nº 351"
"352";"352.1";"985";"1047";"EST";"Eliseu Rigonatti";"ERG";"O Espiritismo Aplicado";"Eliseu Rigonatti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 985 · Ordem estante (Table 2): 1047 · Obra nº 352 · Exemplares da mesma obra: 985, 1047"
"352";"352.2";"1047";"1047";"EST";"Eliseu Rigonatti";"ERG";"O Espiritismo Aplicado";"Eliseu Rigonatti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1047 · Ordem estante (Table 2): 1047 · Obra nº 352 · Exemplares da mesma obra: 985, 1047"
"353";"353.1";"260";"347";"EST";"Eliseu Rigonatti";"ERG";"O Evangelho da Mediunidade";"Eliseu Rigonatti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 260 · Ordem estante (Table 2): 347 · Obra nº 353 · Exemplares da mesma obra: 260, 347"
"353";"353.2";"347";"347";"EST";"Eliseu Rigonatti";"ERG";"O Evangelho da Mediunidade";"Eliseu Rigonatti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 347 · Ordem estante (Table 2): 347 · Obra nº 353 · Exemplares da mesma obra: 260, 347"
"354";"354.1";"449";"855";"EST";"Eliseu Rigonatti";"ERG";"O Evangelho dos humildes";"Eliseu Rigonatti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 449 · Ordem estante (Table 2): 855 · Obra nº 354 · Exemplares da mesma obra: 449, 855"
"354";"354.2";"855";"855";"EST";"Eliseu Rigonatti";"ERG";"O Evangelho dos humildes";"Eliseu Rigonatti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 855 · Ordem estante (Table 2): 855 · Obra nº 354 · Exemplares da mesma obra: 449, 855"
"355";"355";"354";"354";"EST";"Ernesto Bozzano";"EBZ";"A Crise da Morte";"Ernesto Bozzano";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 354 · Ordem estante (Table 2): 354 · Obra nº 355"
"356";"356";"672";"672";"EST";"Ernesto Bozzano";"EBZ";"Fenômenos Psíquicos no momento da morte";"Ernesto Bozzano";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 672 · Ordem estante (Table 2): 672 · Obra nº 356"
"357";"357";"1026";"1026";"EST";"Ernesto Bozzano";"EBZ";"Metapsíquica Humana";"Ernesto Bozzano";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1026 · Ordem estante (Table 2): 1026 · Obra nº 357"
"358";"358";"1037";"1037";"EST";"Ernesto Bozzano";"EBZ";"Pensamento e Vontade";"Ernesto Bozzano";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1037 · Ordem estante (Table 2): 1037 · Obra nº 358"
"359";"359";"664";"664";"EST";"Ernesto Bozzano";"EBZ";"Xenoglossia";"Ernesto Bozzano";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 664 · Ordem estante (Table 2): 664 · Obra nº 359"
"360";"360";"146";"146";"EST";"Ernesto Bozzano";"EBZ";"Materializações de espíritos";"Ernesto Bozzano e Paul Gibier";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 146 · Ordem estante (Table 2): 146 · Obra nº 360"
"361";"361";"1050";"1050";"EST";"Hermínio C. Miranda";"HCM";"A memória e o tempo";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1050 · Ordem estante (Table 2): 1050 · Obra nº 361"
"362";"362.1";"602";"1147";"EST";"Hermínio C. Miranda";"HCM";"A Noviça e o Faraó";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 602 · Ordem estante (Table 2): 1147 · Obra nº 362 · Exemplares da mesma obra: 602, 1147"
"362";"362.2";"1147";"1147";"EST";"Hermínio C. Miranda";"HCM";"A Noviça e o Faraó";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1147 · Ordem estante (Table 2): 1147 · Obra nº 362 · Exemplares da mesma obra: 602, 1147"
"363";"363";"665";"665";"EST";"Hermínio C. Miranda";"HCM";"Candeias na noite escura - João Marcus";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 665 · Ordem estante (Table 2): 665 · Obra nº 363"
"364";"364";"918";"918";"EST";"Hermínio C. Miranda";"HCM";"Dialogo Com as Sombras";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 918 · Ordem estante (Table 2): 918 · Obra nº 364"
"365";"365";"1020";"1020";"EST";"Hermínio C. Miranda";"HCM";"Diversidade dos Carismas";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1020 · Ordem estante (Table 2): 1020 · Obra nº 365"
"366";"366.1";"537";"537";"EST";"Hermínio C. Miranda";"HCM";"Nas Fronteiras do Além";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 537 · Ordem estante (Table 2): 537 · Obra nº 366 · Exemplares da mesma obra: 537, 799"
"366";"366.2";"799";"799";"EST";"Hermínio C. Miranda";"HCM";"Nas Fronteiras do Além";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 799 · Ordem estante (Table 2): 799 · Obra nº 366 · Exemplares da mesma obra: 537, 799"
"367";"367.1";"115";"115";"EST";"Hermínio C. Miranda";"HCM";"Nossos Filhos São Espiritos";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 115 · Ordem estante (Table 2): 115 · Obra nº 367 · Exemplares da mesma obra: 115, 696"
"367";"367.2";"696";"696";"EST";"Hermínio C. Miranda";"HCM";"Nossos Filhos São Espiritos";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 696 · Ordem estante (Table 2): 696 · Obra nº 367 · Exemplares da mesma obra: 115, 696"
"368";"368";"908";"908";"EST";"Hermínio C. Miranda";"HCM";"O Evangelho de Tomé";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 908 · Ordem estante (Table 2): 908 · Obra nº 368"
"369";"369";"353";"353";"EST";"Hermínio C. Miranda";"HCM";"O Que é Fenômeno Mediúnico";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 353 · Ordem estante (Table 2): 353 · Obra nº 369"
"370";"370";"205";"205";"EST";"Hermínio C. Miranda";"HCM";"Os Procuradores de Jesus";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 205 · Ordem estante (Table 2): 205 · Obra nº 370"
"371";"371";"505";"505";"EST";"Hermínio C. Miranda";"HCM";"Paulo, o Apóstolo dos Gentios Lutero o Reformador";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 505 · Ordem estante (Table 2): 505 · Obra nº 371"
"372";"372";"991";"991";"EST";"Hermínio C. Miranda";"HCM";"Reencarnação e Imortalidade";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 991 · Ordem estante (Table 2): 991 · Obra nº 372"
"373";"373";"229";"229";"EST";"Hermínio C. Miranda";"HCM";"Sobrevivência Comunicabilidade dos Espirítos";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 229 · Ordem estante (Table 2): 229 · Obra nº 373"
"374";"374";"1027";"1027";"EST";"Hermínio C. Miranda";"HCM";"Sobrevivência e Comunicabilidade dos Espíritos";"Herminio C. Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1027 · Ordem estante (Table 2): 1027 · Obra nº 374"
"375";"375";"656";"656";"EST";"Hermínio C. Miranda";"HCM";"As marcas do Cristo - Paulo , o apóstolo dos gentios, Lutero , o Ref";"Hermínio de Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 656 · Ordem estante (Table 2): 656 · Obra nº 375"
"376";"376";"611";"611";"EST";"Hermínio C. Miranda";"HCM";"Diálogo com as sombras";"Hermínio de Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 611 · Ordem estante (Table 2): 611 · Obra nº 376"
"377";"377";"330";"330";"EST";"Hermínio C. Miranda";"HCM";"Nossos Filhos São Espiritos";"Hermínio de Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 330 · Ordem estante (Table 2): 330 · Obra nº 377"
"378";"378";"557";"557";"EST";"Hermínio C. Miranda";"HCM";"Reencarnação e Imortalidade";"Hermínio de Miranda";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 557 · Ordem estante (Table 2): 557 · Obra nº 378"
"379";"379";"782";"782";"EST";"J. Herculano Pires";"JHP";"Pedagogia Espirita";"Herculano Pires";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 782 · Ordem estante (Table 2): 782 · Obra nº 379"
"380";"380";"630";"630";"EST";"J. Herculano Pires";"JHP";"Agonia das religiões";"J. Herculano Pires";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 630 · Ordem estante (Table 2): 630 · Obra nº 380"
"381";"381";"406";"406";"EST";"J. Herculano Pires";"JHP";"O Centro Espírita";"J. Herculano Pires";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 406 · Ordem estante (Table 2): 406 · Obra nº 381"
"382";"382";"405";"405";"EST";"J. Herculano Pires";"JHP";"Parapsicologia";"J. Herculano Pires";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 405 · Ordem estante (Table 2): 405 · Obra nº 382"
"383";"383";"407";"407";"EST";"J. Herculano Pires";"JHP";"Vampirismo";"J. Herculano Pires";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 407 · Ordem estante (Table 2): 407 · Obra nº 383"
"384";"384";"512";"512";"EST";"J. Herculano Pires";"JHP";"Ciências Espiritas";"José Herculano Pires";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 512 · Ordem estante (Table 2): 512 · Obra nº 384"
"385";"385";"511";"511";"EST";"J. Herculano Pires";"JHP";"Obsessão o Passe a Doutrinação";"José Herculano Pires";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 511 · Ordem estante (Table 2): 511 · Obra nº 385"
"386";"386.1";"624";"625";"EST";"Jorge Rizzini";"JRZ";"Antologia do Mais Além";"Jorge Rizzini";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 624 · Ordem estante (Table 2): 625 · Obra nº 386 · Exemplares da mesma obra: 624, 625"
"386";"386.2";"625";"625";"EST";"Jorge Rizzini";"JRZ";"Antologia do Mais Além";"Jorge Rizzini";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 625 · Ordem estante (Table 2): 625 · Obra nº 386 · Exemplares da mesma obra: 624, 625"
"387";"387.1";"408";"409";"EST";"Jorge Rizzini";"JRZ";"Euripedes Barsanulfo (O Homem e a Caridade)";"Jorge Rizzini";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 408 · Ordem estante (Table 2): 409 · Obra nº 387 · Exemplares da mesma obra: 408, 409"
"387";"387.2";"409";"409";"EST";"Jorge Rizzini";"JRZ";"Euripedes Barsanulfo (O Homem e a Caridade)";"Jorge Rizzini";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 409 · Ordem estante (Table 2): 409 · Obra nº 387 · Exemplares da mesma obra: 408, 409"
"388";"388";"679";"679";"EST";"Leon Denis";"LDN";"Cristianismo e Espiritismo";"Leon denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 679 · Ordem estante (Table 2): 679 · Obra nº 388"
"389";"389";"1065";"1065";"EST";"Leon Denis";"LDN";"Joana D'arc";"Leon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1065 · Ordem estante (Table 2): 1065 · Obra nº 389"
"390";"390";"800";"800";"EST";"Leon Denis";"LDN";"Joanne D'arc Médium";"Leon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 800 · Ordem estante (Table 2): 800 · Obra nº 390"
"391";"391";"1060";"1060";"EST";"Leon Denis";"LDN";"No invisível. Espiritismo e Mediunidade";"Leon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1060 · Ordem estante (Table 2): 1060 · Obra nº 391"
"392";"392";"688";"688";"EST";"Leon Denis";"LDN";"No Pensamento de Leon Denis";"Leon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 688 · Ordem estante (Table 2): 688 · Obra nº 392"
"393";"393";"606";"606";"EST";"Leon Denis";"LDN";"O Espiritismo e o Clero Católico";"Léon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 606 · Ordem estante (Table 2): 606 · Obra nº 393"
"394";"394";"493";"493";"EST";"Leon Denis";"LDN";"O Espíritismo na arte";"Leon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 493 · Ordem estante (Table 2): 493 · Obra nº 394"
"395";"395.1";"215";"215";"EST";"Leon Denis";"LDN";"O Porque da Vida";"Leon denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 215 · Ordem estante (Table 2): 215 · Obra nº 395 · Exemplares da mesma obra: 215, 1120, 1138"
"395";"395.2";"1120";"1138";"EST";"Leon Denis";"LDN";"O Porque da Vida";"Leon denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1120 · Ordem estante (Table 2): 1138 · Obra nº 395 · Exemplares da mesma obra: 215, 1120, 1138"
"395";"395.3";"1138";"1138";"EST";"Leon Denis";"LDN";"O Porque da Vida";"Leon denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1138 · Ordem estante (Table 2): 1138 · Obra nº 395 · Exemplares da mesma obra: 215, 1120, 1138"
"396";"396";"957";"957";"EST";"Leon Denis";"LDN";"O Problema do Destino";"Léon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 957 · Ordem estante (Table 2): 957 · Obra nº 396"
"397";"397";"956";"956";"EST";"Leon Denis";"LDN";"O Problema do Ser";"Léon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 956 · Ordem estante (Table 2): 956 · Obra nº 397"
"398";"398.1";"207";"984";"EST";"Leon Denis";"LDN";"O Problema do Ser do Destino e da Dor";"Leon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 207 · Ordem estante (Table 2): 984 · Obra nº 398 · Exemplares da mesma obra: 207, 927, 984"
"398";"398.2";"927";"984";"EST";"Leon Denis";"LDN";"O Problema do Ser do Destino e da Dor";"Leon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 927 · Ordem estante (Table 2): 984 · Obra nº 398 · Exemplares da mesma obra: 207, 927, 984"
"398";"398.3";"984";"984";"EST";"Leon Denis";"LDN";"O Problema do Ser do Destino e da Dor";"Leon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 984 · Ordem estante (Table 2): 984 · Obra nº 398 · Exemplares da mesma obra: 207, 927, 984"
"399";"399";"1028";"1028";"EST";"Leon Denis";"LDN";"Ser, Destino, Dor";"Léon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1028 · Ordem estante (Table 2): 1028 · Obra nº 399"
"400";"400";"680";"680";"EST";"Leon Denis";"LDN";"Socialismo e Espiritismo";"Leon Denis";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 680 · Ordem estante (Table 2): 680 · Obra nº 400"
"401";"401.1";"693";"885";"EST";"Martins Peralta";"MPR";"Estudando a Mediunidade";"Martins Peralva";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 693 · Ordem estante (Table 2): 885 · Obra nº 401 · Exemplares da mesma obra: 693, 694, 885"
"401";"401.2";"694";"885";"EST";"Martins Peralta";"MPR";"Estudando a Mediunidade";"Martins Peralva";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 694 · Ordem estante (Table 2): 885 · Obra nº 401 · Exemplares da mesma obra: 693, 694, 885"
"401";"401.3";"885";"885";"EST";"Martins Peralta";"MPR";"Estudando a Mediunidade";"Martins Peralva";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 885 · Ordem estante (Table 2): 885 · Obra nº 401 · Exemplares da mesma obra: 693, 694, 885"
"402";"402";"185";"185";"EST";"Martins Peralta";"MPR";"Evangelho Puro, Puro Evangelho";"Martins Peralva";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 185 · Ordem estante (Table 2): 185 · Obra nº 402"
"403";"403.1";"220";"969";"EST";"Martins Peralta";"MPR";"Mediunidade e Evolução";"Martins Peralva";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 220 · Ordem estante (Table 2): 969 · Obra nº 403 · Exemplares da mesma obra: 220, 969"
"403";"403.2";"969";"969";"EST";"Martins Peralta";"MPR";"Mediunidade e Evolução";"Martins Peralva";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 969 · Ordem estante (Table 2): 969 · Obra nº 403 · Exemplares da mesma obra: 220, 969"
"404";"404.1";"231";"705";"EST";"Martins Peralta";"MPR";"Mensageiros do Bem";"Martins Peralva";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 231 · Ordem estante (Table 2): 705 · Obra nº 404 · Exemplares da mesma obra: 231, 705"
"404";"404.2";"705";"705";"EST";"Martins Peralta";"MPR";"Mensageiros do Bem";"Martins Peralva";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 705 · Ordem estante (Table 2): 705 · Obra nº 404 · Exemplares da mesma obra: 231, 705"
"405";"405";"88";"88";"EST";"Martins Peralta";"MPR";"O Pensamento de Emmanuel";"Martins Peralva";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 88 · Ordem estante (Table 2): 88 · Obra nº 405"
"406";"406";"1002";"1002";"EST";"Paul Bodier";"PBD";"Vida, Morte e Reencarnação";"Francisco Werneck Klors/Paul Bodier/Charles Lancelin/Gustavo...";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1002 · Ordem estante (Table 2): 1002 · Obra nº 406"
"407";"407.1";"532";"1004";"EST";"Paul Bodier";"PBD";"A Granja do Silêncio";"Paul Bodier";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 532 · Ordem estante (Table 2): 1004 · Obra nº 407 · Exemplares da mesma obra: 532, 581, 582, 1004"
"407";"407.2";"581";"1004";"EST";"Paul Bodier";"PBD";"A Granja do Silêncio";"Paul Bodier";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 581 · Ordem estante (Table 2): 1004 · Obra nº 407 · Exemplares da mesma obra: 532, 581, 582, 1004"
"407";"407.3";"582";"1004";"EST";"Paul Bodier";"PBD";"A Granja do Silêncio";"Paul Bodier";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 582 · Ordem estante (Table 2): 1004 · Obra nº 407 · Exemplares da mesma obra: 532, 581, 582, 1004"
"407";"407.4";"1004";"1004";"EST";"Paul Bodier";"PBD";"A Granja do Silêncio";"Paul Bodier";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1004 · Ordem estante (Table 2): 1004 · Obra nº 407 · Exemplares da mesma obra: 532, 581, 582, 1004"
"408";"408.1";"336";"336";"EST";"Richard Simonetti";"RIC";"A Constituição Divina";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 336 · Ordem estante (Table 2): 336 · Obra nº 408 · Exemplares da mesma obra: 336, 685"
"408";"408.2";"685";"336";"EST";"Richard Simonetti";"RIC";"A Constituição Divina";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 685 · Ordem estante (Table 2): 336 · Obra nº 408 · Exemplares da mesma obra: 336, 685"
"409";"409";"380";"380";"EST";"Richard Simonetti";"RIC";"Almas Crucificadas";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 380 · Ordem estante (Table 2): 380 · Obra nº 409"
"410";"410";"365";"365";"EST";"Richard Simonetti";"RIC";"Amor sempre Amor";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 365 · Ordem estante (Table 2): 365 · Obra nº 410"
"411";"411";"399";"399";"EST";"Richard Simonetti";"RIC";"Atravessando a Rrua";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 399 · Ordem estante (Table 2): 399 · Obra nº 411"
"412";"412.1";"398";"743";"EST";"Richard Simonetti";"RIC";"Atravessando a Rua";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 398 · Ordem estante (Table 2): 743 · Obra nº 412 · Exemplares da mesma obra: 398, 743"
"412";"412.2";"743";"743";"EST";"Richard Simonetti";"RIC";"Atravessando a Rua";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 743 · Ordem estante (Table 2): 743 · Obra nº 412 · Exemplares da mesma obra: 398, 743"
"413";"413.1";"376";"1066";"EST";"Richard Simonetti";"RIC";"Encontros e Desencontros";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 376 · Ordem estante (Table 2): 1066 · Obra nº 413 · Exemplares da mesma obra: 376, 391, 401, 1066"
"413";"413.2";"391";"1066";"EST";"Richard Simonetti";"RIC";"Encontros e Desencontros";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 391 · Ordem estante (Table 2): 1066 · Obra nº 413 · Exemplares da mesma obra: 376, 391, 401, 1066"
"413";"413.3";"401";"1066";"EST";"Richard Simonetti";"RIC";"Encontros e Desencontros";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 401 · Ordem estante (Table 2): 1066 · Obra nº 413 · Exemplares da mesma obra: 376, 391, 401, 1066"
"413";"413.4";"1066";"1066";"EST";"Richard Simonetti";"RIC";"Encontros e Desencontros";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1066 · Ordem estante (Table 2): 1066 · Obra nº 413 · Exemplares da mesma obra: 376, 391, 401, 1066"
